page,pseudo,fbid,fbid#,nb,interactions,interactions/post,info?
STOP HOMOPHOBIE,stophomophobie,293862777296378,#293862777296378,205,206635,1008,non
DEMI PORTION,demiportionofficiel,53366235184,#53366235184,204,618714,"3032,9",non
QG,quartiergeneralmedia,324359961815920,#324359961815920,204,515814,"2528,5",non
Virgin Tonic,virgintonicofficiel,129096687176066,#129096687176066,204,354976,"1740,1",non
Tropiques FM,radiotropiquesfm,162235130482748,#162235130482748,204,324092,"1588,7",non
Upa 06 - Urgence pour un animal réseau de bénévoles,urgencepourunanimal,1444142499222864,#1444142499222864,204,306390,"1501,9",non
Ingrid Positive ta vie.,positivetavie,114276635390309,#114276635390309,204,265650,"1302,2",non
Retombez en Enfance - NostalGift,nostalgift,601902453270494,#601902453270494,204,246823,"1209,9",non
La Voix du Nord Étaples Berck Le Touquet,lavoixdunord.etaples,176261992430624,#176261992430624,204,207911,"1019,2",oui
dzfoot,DZfoot,295791743278,#295791743278,204,186051,912,non
K.arkana sans censure la page,Kenyarkanasanscensurelapage,627756193984083,#627756193984083,204,168432,"825,6",non
Turquie Sports,TurquieSports,873838732724176,#873838732724176,204,167200,"819,6",non
Être étudiant,EtreEtudiants,998943953518856,#998943953518856,203,1760617,8673,non
L'Important,limportant.fr,417175781737900,#417175781737900,203,489379,"2410,7",non
Tony Moggio,MoggioTony,100044365479009,#100044365479009,203,264673,"1303,8",non
L'insoumission,L.insoumission,755986821442211,#755986821442211,203,197790,"974,3",non
Le Parisien 93 - Seine Saint Denis,Le.Parisien.93.Seine.Saint.Denis,500110836695950,#500110836695950,203,189996,"935,9",oui
DFCO - Dijon FCO,DFCO.Officiel,135517474210,#135517474210,203,171774,"846,2",non
On va où ?,OnVaOuofficiel,140808919733587,#140808919733587,202,766899,"3796,5",non
Mont Blanc Live,MontBlancLive,139883649924523,#139883649924523,202,743563,3681,non
Zaga Bambo,ZagaBamboofficial,100044231029589,#100044231029589,202,552873,2737,non
City LifeStyle,citylifestyleofficiel,446803658836510,#446803658836510,202,285867,"1415,2",non
"Les Comédiens de ""Plus belle la Vie",Les.comediens.de.pblv,869655296473394,#869655296473394,202,249134,"1233,3",non
Dieppe,dieppe76,30150888685,#30150888685,202,170900,846,non
Zone insoumise,zoneinsoumise,1248919955187229,#1248919955187229,202,158812,"786,2",non
Carpe Diem Ad Vitam Aeternam,NathalieJ.Estevez,612452805469198,#612452805469198,202,156264,"773,6",non
Grands-Parents,grandsparentsmag,1458660771108979,#1458660771108979,201,1719903,"8556,7",non
Le Mike Rambo,lemikerambo,1964518313843898,#1964518313843898,201,384685,"1913,9",non
Pays de cons,paysdecons,373127926072762,#373127926072762,201,348620,"1734,4",non
Peter 007,10paix.voix.des.sans.voix,542450469251693,#542450469251693,201,265750,"1322,1",non
Hubert Falco,hubertfalco,112030812304756,#112030812304756,201,263954,"1313,2",non
Arraw n Tlelli,ArrawnTlellii,636008249763553,#636008249763553,201,214058,1065,non
Deco.fr,deco.fr,330265090424137,#330265090424137,200,1991932,"9959,7",non
PSG - Le Cri Du Parc,lecriduparc,1389679014604871,#1389679014604871,200,819918,"4099,6",non
La Villa TFX,LaVilla.TFX,1707510086149393,#1707510086149393,200,777280,"3886,4",non
Mali Star,lavraisrealite,101845677948052,#101845677948052,200,246988,"1234,9",non
Sapeurs-pompiers 06 - SDIS 06,SDISAlpesMaritimes,1664118373875190,#1664118373875190,200,227749,"1138,7",non
Chien et Chat Lovers,chienchatlovers.fr,105086729961831,#105086729961831,200,205086,"1025,4",non
Football Club de Marseille,Footballclubdemarseille,369144426475204,#369144426475204,200,173111,"865,6",non
Malagasy en France,malagasyenfrance,250846075055823,#250846075055823,199,951951,"4783,7",non
Cultura,culturafr,145415578833457,#145415578833457,199,409826,"2059,4",non
Boulanger,Boulanger.Electromenager.Multimedia,107363608499,#107363608499,199,315901,"1587,4",non
"Boys don't meme, but men do",YUGNATMEME,154929275197655,#154929275197655,199,292559,"1470,1",non
Des idées pour vous faciliter la vie,desideesp,586609184766227,#586609184766227,199,181214,"910,6",non
Sebastien Jumel,sebastien.jumel.9,713172075465212,#713172075465212,199,161822,"813,2",non
Association Handi'cats,associationhandicats,163832687038394,#163832687038394,199,150335,"755,5",non
MyComedy,mycomedy.tv,485532568292297,#485532568292297,198,1438102,"7263,1",non
Ugo Bernalicis,ugobernalicis,1849164778644222,#1849164778644222,198,356858,"1802,3",non
kacem wapalek,kacem.wapalek,369130563902,#369130563902,198,317058,"1601,3",non
France Bleu Lorraine Nord,FranceBleuLorraineNord,121989884411,#121989884411,198,225244,"1137,6",oui
Le Pas-de-Calais,DepartementduPasdeCalais,215022941894202,#215022941894202,198,206591,"1043,4",non
France Bleu Berry,francebleuberryofficiel,209629345766240,#209629345766240,198,191760,"968,5",oui
Centre de soins LPO Aquitaine,centresoinslpo33,162874780478667,#162874780478667,198,181348,"915,9",non
Le Parisien 95 - Val d'Oise,LeParisien.95.Val.d.Oise,506703919369271,#506703919369271,198,179170,"904,9",oui
Initiatives Cœur,initiativescoeur,197426247056618,#197426247056618,197,1727845,"8770,8",non
Warehouse,warehousenantes,262559090926222,#262559090926222,197,1600419,8124,non
Fussoir,fussoir,1399362913643319,#1399362913643319,197,874152,"4437,3",non
L'Agriculture par les Agriculteurs,LagricultureParLesAgriculteurs,557628151263165,#557628151263165,197,605109,"3071,6",non
À fleur des mots,isabelleafleurdesmots,381862462192319,#381862462192319,197,535546,"2718,5",non
Onze Mondial,onzemondial,112315602177496,#112315602177496,197,390453,1982,non
Croix-Rouge française,fr.CroixRouge,9547656123,#9547656123,197,315947,"1603,8",non
Marinozememeur,marinozememeur,100050224250496,#100050224250496,197,273241,1387,non
Sibelle Forever,sibelleforever,1723326047883539,#1723326047883539,197,251766,1278,non
Midi Libre Béziers,BeziersMidiLibre,379360725466644,#379360725466644,197,186082,"944,6",oui
NTD Français,ntdfrancais,1666251726954972,#1666251726954972,196,330535,"1686,4",non
France Bleu RCFM,FRANCEBLEURCFM,193934200637541,#193934200637541,196,251906,"1285,2",oui
Thierry Michel Photographie,thierrymichelphotos,100044486947206,#100044486947206,196,208548,1064,non
Ouest-France Les Sables d'Olonne,OuestFranceLesSables,305477429824582,#305477429824582,196,158522,"808,8",oui
Des Mots Sur Les Maux,desmotsurlesmaux,100044597809731,#100044597809731,195,1171397,"6007,2",non
Fabrice Le Borgne Photographies,FabriceLeBorgnePhotographies,494717300549861,#494717300549861,195,949461,4869,non
BMW Motorsport Fan,BmwMotorsportFan1,884165228367974,#884165228367974,195,697469,"3576,8",non
Bonifacio Tourisme,bonifaciotourisme,104779616302828,#104779616302828,195,549172,"2816,3",non
Lidl France,lidlfrance,339734946055626,#339734946055626,195,425082,"2179,9",non
CANAL+ Séries,CanalplusSeries,117042661684724,#117042661684724,195,346600,"1777,4",non
Professeurs des écoles,professeursdesecoles,1449615065132958,#1449615065132958,195,313788,"1609,2",non
Belote Multijoueur | Page Officielle,BeloteMultijoueur,140857655959570,#140857655959570,195,231211,"1185,7",non
Ancien si tu as connu ça,TuEsUnAncienSi,639652456136985,#639652456136985,195,166934,"856,1",non
Fox International,FoxIntFrance,234512710016017,#234512710016017,195,163635,"839,2",non
SOS Exclusion Parentale,sosexclusionparentale,949494575132054,#949494575132054,195,155341,"796,6",non
Dieu m'est témoin,DieuMestTemoin,383352198420083,#383352198420083,195,128719,"660,1",non
28 minutes,28minutes,311595228873763,#311595228873763,194,496884,"2561,3",oui
Angers ça bouge - Blog,Angerscabouge,981235368592966,#981235368592966,194,483429,"2491,9",non
Juice,juice.hhg,1445380242348223,#1445380242348223,194,260081,"1340,6",non
Putsch,Putschmedia,1589600254412300,#1589600254412300,194,257722,"1328,5",non
Communaute Juive,communaute.juive.9,427845110700930,#427845110700930,194,209818,"1081,5",non
L'Automobile Magazine,lautomobile.magazine,139408065656,#139408065656,194,182176,"939,1",non
Lens 100% Passion,Lens100pour100Passion,296760050706793,#296760050706793,194,145227,"748,6",non
MS MOTORS,MSMOTORSOFFICIEL,152651991478080,#152651991478080,193,2797344,14494,non
Jean-Yves Lafesse,lafesse,352092641631546,#352092641631546,193,904668,"4687,4",non
Jacky Kingue,JACKYKINGUEOFFICIELLE,100045501023825,#100045501023825,193,623510,"3230,6",non
TMC,TMClachaine,67132983228,#67132983228,193,585993,"3036,2",non
Olivier Véran,veranolivier,156070131222380,#156070131222380,193,235635,"1220,9",non
Maxi Best of twittos,maxibestoftwittos,401848950266080,#401848950266080,193,217358,"1126,2",non
L'actu locale autour de Aire et Isbergues,LactuAireIsbergues,1432784740283891,#1432784740283891,193,212451,"1100,8",non
Château de Cheverny,ChateaudeCheverny,173896459323237,#173896459323237,193,170291,"882,3",non
Humour,humouravecungrandh,104793119922733,#104793119922733,193,165552,"857,8",non
L'Essor de la Gendarmerie Nationale,LEssorDeLaGendarmerie,470017539725786,#470017539725786,193,163877,"849,1",non
Tractour.tn,Tractour.tn,472364909965439,#472364909965439,193,122130,"632,8",non
Rijade,rijadekha,359071940920634,#359071940920634,192,1806890,"9410,9",non
Les Fées Mérides des Mots & des Maux,lesfeesmeridesdesmotsetdesmaux,362182811271058,#362182811271058,192,854322,"4449,6",non
David Rachline,rachlinedavid,167344481105,#167344481105,192,321609,1675,non
Arte Cinema,artecinema,63220817254,#63220817254,192,310803,"1618,8",non
Mercedes-Benz France,MercedesBenzFrance,297744124702,#297744124702,192,301377,"1569,7",non
OUI FM,radioouifm,33991772871,#33991772871,192,287876,"1499,4",non
Pompiers de Paris Recrutement,recrutementpompiersparis,399693486801753,#399693486801753,192,285032,"1484,5",non
Wikicampers,Wikicampers,329215140483505,#329215140483505,192,250331,"1303,8",non
Vegan Impact,association.veganimpact,742830485846371,#742830485846371,191,332199,"1739,3",non
Blagues et Humour du jour.,blaguesethumourdujour,142450272458623,#142450272458623,191,321829,1685,non
Recette de mamie et papi,Recette2mamie,333426457554531,#333426457554531,191,248009,"1298,5",non
Sanctuaire de Lisieux,sanctuairetheresedelisieux,282361555175058,#282361555175058,191,192774,"1009,3",non
L'Actu avec le sourire.,foozineactu,249640806402,#249640806402,191,191947,1005,non
RougeGorge Lingerie,RougeGorgeLingerie,165137233504840,#165137233504840,191,187005,"979,1",non
"J'SUiS PAS JAL0UX(SE), JE N'AiME PAS PARTAGER C'EST DiFFERENT <3",Jepartagepas,209457587787,#209457587787,191,182667,"956,4",non
Midi Libre Alès Cévennes,AlesMidiLibre,146001782224034,#146001782224034,191,173448,"908,1",oui
CLC Lille,CLCLille,169776659735781,#169776659735781,191,143953,"753,7",non
Le Parlement Du Rire,parlementdurire,1207698569250922,#1207698569250922,190,5739182,"30206,2",non
Kinepolis France,kinepolisfrance,299598662530,#299598662530,190,922435,"4854,9",non
WWF-France,WWFFrance,145392792632,#145392792632,190,558807,"2941,1",non
Reiki Sérénité,reikiserenite,256418904533541,#256418904533541,190,516425,2718,non
PSG Féminines,PSGFeminines,163518610459254,#163518610459254,190,374097,"1968,9",non
Ville de Marseille,marseilleville,211392938886625,#211392938886625,190,338399,1781,non
Regroupement Citoyen,ReCitoyen,115053533230677,#115053533230677,190,309120,"1626,9",non
NBA Extra,NBAextra,1588224544802785,#1588224544802785,190,280000,"1473,7",non
Château de Chambord,lechateaudechambord,538805439492349,#538805439492349,190,249454,"1312,9",non
Quitoque,Quitoque,472242762799775,#472242762799775,190,247913,"1304,8",non
Arcanum : Paris Secret et Insolite,arcanum.paris,509903035868602,#509903035868602,190,224990,"1184,2",non
"Association ""Vénus""",association.Venus,135950359773536,#135950359773536,190,218468,"1149,8",non
Montpellier Hérault Sport Club,MHSC,108559765783,#108559765783,190,199676,"1050,9",non
Agence Média Palestine,agencemediapalestine,142268225846700,#142268225846700,190,198544,1045,non
France Bleu Picardie,RFfrancebleupicardie,143998692314769,#143998692314769,190,193537,"1018,6",oui
Agir Pour Les Animaux,agirpour.lesanimaux,784934131621960,#784934131621960,190,160083,"842,5",non
Le Père Noël,leperenoelfr,183323445939278,#183323445939278,189,2133027,"11285,9",non
Nollywood TV,nollywoodtvfr,1453088501582378,#1453088501582378,189,1188110,"6286,3",non
Slim Marion,slimmarion.officiel,136596696376395,#136596696376395,189,461992,"2444,4",non
Clément Faugier,ClementFaugierMarrons,260752034017441,#260752034017441,189,427311,"2260,9",non
Refuges LPO,RefugesLPO,154983487856846,#154983487856846,189,403391,"2134,3",non
En Mode Portugal,EnModePortugal,641743189304366,#641743189304366,189,277281,"1467,1",non
Laboutiqueofficielle.com,laboutiqueofficielle,101709594388,#101709594388,189,225313,"1192,1",non
Le Chasseur Français,lechasseurfrancais,136458763096185,#136458763096185,189,161429,"854,1",non
L'EXTRAordinaire Marcel,lextraordinairemarcel,204786566546394,#204786566546394,188,533917,2840,non
casarhema,casarhemasatellite2,111600485556206,#111600485556206,188,445459,"2369,5",non
Pincée d’amour ღ,PinceedamourOff,197186484473654,#197186484473654,188,358146,1905,non
Travelski,travelskicom,258782720814868,#258782720814868,188,348673,"1854,6",non
Delphine Wespiser,WespiserD,100044221924625,#100044221924625,188,330338,"1757,1",non
"Monte là dessus, t'auras des Lapins.",montesurmonlapin,620260768028826,#620260768028826,188,245423,"1305,4",non
Infos Des Verts,InfosDesVerts,111211825712717,#111211825712717,188,221469,1178,non
Discussion Football France,DF01France,483396508382769,#483396508382769,188,205292,1092,non
Dreuz.info,Dreuz.info,151923394829668,#151923394829668,188,122036,"649,1",non
Eve Angeli,eveangelioff,100044135631155,#100044135631155,187,696403,"3724,1",non
Fédération Française de l'Apéritif,ffaperitif,40510814638,#40510814638,187,619509,"3312,9",non
Guinee People,guineepeople,163618687440770,#163618687440770,187,527535,2821,non
François-Xavier Bellamy,fx.bellamy,100044307015537,#100044307015537,187,325677,"1741,6",non
Gilles Simeoni,gillessimeoni,287597291399567,#287597291399567,187,238209,"1273,8",non
Ville de Nancy,VilledeNancy,218812161488947,#218812161488947,187,207773,"1111,1",non
La Petite Rebelle,LaPetiteRebelle34,599418627140785,#599418627140785,187,173820,"929,5",non
Le Trône du Geek,letronedugeek,107290909968329,#107290909968329,187,168687,"902,1",non
FOR ME LAB,ForMeLabParis,569094553239533,#569094553239533,186,1024523,"5508,2",non
2Pac Legacy,2PacLegacyFR,541624226013494,#541624226013494,186,551079,"2962,8",non
Porte Ouverte Chrétienne Mulhouse,porteouvertemulhouse,136419246426749,#136419246426749,186,356644,"1917,4",non
Siné Mensuel,SineMensuel,159385534140722,#159385534140722,186,288248,"1549,7",non
Zoo d'Amnéville,ParcZoologiqueAmneville,161193027338296,#161193027338296,186,192965,"1037,4",non
J'aime mon patrimoine,jaimemonpatrimoine,710533069044200,#710533069044200,186,190721,"1025,4",non
"Assyro-chaldéens, l'histoire continue.",Assyrochaldeenlhistoirecontinue,170825173116994,#170825173116994,186,179473,"964,9",non
Quoi de neuf Nini?,QuoideneufNini,1088721001161167,#1088721001161167,186,162265,"872,4",non
Vidéoman Dessin Animé,Elcommandanteboomjazzy,127888911223268,#127888911223268,186,158680,"853,1",non
Bo Gaultier de Kermoal officiel,BoGaultierDeKermoalOfficiel,100044275397093,#100044275397093,186,125439,"674,4",non
Pet Alert Seine-Maritime 76,Pet.Alert.Fr.76,216990658429685,#216990658429685,186,117768,"633,2",non
Thomas Dutronc,ThomasDutronc,8243294643,#8243294643,185,1545069,"8351,7",non
Jean Baptiste Guegan,lavoixdejohnny,469877150075135,#469877150075135,185,1468016,"7935,2",non
Anna Chronique BD,annachroniquebd,100044258987884,#100044258987884,185,393133,2125,non
Didier Dilu Officiel,didierdlu,100044401900511,#100044401900511,185,356776,"1928,5",non
Sapeurs Pompiers,SPompiers18,569449963093411,#569449963093411,185,265652,1436,non
My Little Paris,mylittleparis,108443905044,#108443905044,185,214262,"1158,2",non
Les députés communistes,LesDeputesCommunistes,213281688807105,#213281688807105,185,198615,"1073,6",non
Sdis77,sdis77,237441096444649,#237441096444649,185,190555,1030,non
BnF - Bibliothèque nationale de France,bibliothequebnf,298822067879,#298822067879,185,151482,"818,8",non
Professeur Gilbert Deray,professeurgilbertderay,100050511848687,#100050511848687,184,626102,"3402,7",non
Michèle Torr For Ever,micheletorrforever,1137205072980546,#1137205072980546,184,464204,"2522,8",non
Philippe Conticini,PhConticini,100044232799537,#100044232799537,184,397885,"2162,4",non
Mamantestavis Blog de maman,mamantestavis,385807964907021,#385807964907021,184,394421,"2143,6",non
Animaux & Co,animalworldco,610869415664488,#610869415664488,184,237053,"1288,3",non
Se taper un fou rire tout(e) seul(e) en repensant à un truc,FouRireFoozine,110874158832,#110874158832,184,187272,"1017,8",non
Actualité Rap Français,RapFrancaisActu,311282195557508,#311282195557508,184,176924,"961,5",non
L'Observateur du Cambrésis,lobservateurducambresis,192943350754739,#192943350754739,184,152611,"829,4",oui
Cook&Record,cookandrecord,100046751960167,#100046751960167,183,1189323,6499,non
MARIAA SIGA,mariaasiga,330942807096747,#330942807096747,183,604661,"3304,2",non
Je ne suis pas parfait mais je suis Rugbyman et c'est presque pareil,JeSuisRugbyman,443150935879095,#443150935879095,183,394078,"2153,4",non
Tu sais que tu es de Clermont-Ferrand quand,tusaisquetuesdeclermontferrandquand,780937378591082,#780937378591082,183,340215,"1859,1",non
EchantillonsClub.com,EchantillonsClub,314980665183638,#314980665183638,183,224264,"1225,5",non
Le Bonbon Nantes,LeBonbonNantes,1063485980368101,#1063485980368101,183,203197,"1110,4",non
AMOUR De CHATS,amourdechatsofficial.mh,492450547817871,#492450547817871,183,200643,"1096,4",non
AUTOhebdo,autohebdofr,95279522776,#95279522776,183,191840,"1048,3",non
A la conquête de l'Ardèche,ardechetourisme,189680621895,#189680621895,183,154597,"844,8",non
Potins Sens,PotinsSens89,294338777430578,#294338777430578,183,140574,"768,2",non
Observatoire de la christianophobie,christianophobie,140685765988746,#140685765988746,183,140511,"767,8",non
Républicain Lorrain Forbach,RepublicainLorrainForbach,370376483015883,#370376483015883,183,135936,"742,8",oui
L' Océanie pour les zéros,oceaniezeros,256588947749300,#256588947749300,182,946316,"5199,5",non
Yahoo Sport France,YahooSportFrance,112996545439734,#112996545439734,182,573508,"3151,1",oui
la chaine L’ÉQUIPE,lachainelequipe,233078780231035,#233078780231035,182,560751,3081,non
Follow Help France Twitter,Citoicitoyen,315532355952082,#315532355952082,182,451946,"2483,2",non
Le Vosgien,levosgienfr,106918429972370,#106918429972370,182,429956,"2362,4",non
Les meilleurs Snapchat,LesMeilleursSnaapchats,549514731829897,#549514731829897,182,386834,"2125,5",non
Charles Aznavour,aznavourofficiel,198731233511691,#198731233511691,182,300507,"1651,1",non
Actu Rugby Amateur,acturugbyamateur,796522450422301,#796522450422301,182,236451,"1299,2",non
ARGENTIC,argentic.fr,623639437660175,#623639437660175,182,207809,"1141,8",non
France Bleu Belfort Montbéliard,bleubelfort,158863984128908,#158863984128908,182,187300,"1029,1",oui
Moto&GPaddict,MotoetGPaddict,1728760090726335,#1728760090726335,182,173229,"951,8",non
SeLoger,seloger,47651358309,#47651358309,182,162208,"891,3",non
Lesptitscoeurs,lesptitscoeurs84,566207626856396,#566207626856396,182,161692,"888,4",non
Meta-Défense,metadefense.fr,2649531768416969,#2649531768416969,182,124946,"686,5",non
Pet Alert Hérault 34,Pet.Alert.Fr.34,315688755193444,#315688755193444,182,117350,"644,8",non
H2O at Home France,h2oathomefrance,226641567392047,#226641567392047,181,284950,"1574,3",non
Clubic,Clubic,96758232749,#96758232749,181,239817,1325,non
Fun Radio,funradioFR,40749759802,#40749759802,181,202475,"1118,6",non
Grungemama,grungemama.fr,803727293102158,#803727293102158,181,191158,"1056,1",non
Les citoyens en colère jaune,lescitoyensencolere,654372964958082,#654372964958082,181,188278,"1040,2",non
Jeremy Ferrari,jeremyferrariofficiel,100044305185458,#100044305185458,180,465445,"2585,8",non
CHU de Lille,chulille,1090359794308399,#1090359794308399,180,448443,"2491,4",non
Lewis Hamilton France,LewisHamiltonFrance,100044455538557,#100044455538557,180,362512,2014,non
Jérémie Beyou,charalsailingteam,177074065660995,#177074065660995,180,345804,"1921,1",non
Le Salon des dames,lesalondesdames.paris,1553980841583986,#1553980841583986,180,306096,"1700,5",non
I Kongoni,IKongoni2B,393223400793951,#393223400793951,180,253694,"1409,4",non
Fédération Française de Cardiologie Nord - Pas de Calais / Picardie,fedecardionpc,554464234610268,#554464234610268,180,196007,"1088,9",non
Tupperware France Officiel,tupperwarefranceofficiel,264161277045641,#264161277045641,180,194691,"1081,6",non
Amiens SC Football,AmiensSC,145023245513012,#145023245513012,180,170770,"948,7",non
Vive la Palestine Libre,iciPalestine,402204833707563,#402204833707563,180,169388,941,non
Le Républicain47,LeRepublicainMarmande,506224186081316,#506224186081316,180,166212,"923,4",oui
La Nouvelle République des Pyrénées,nrpyrenees,167841043244955,#167841043244955,180,149562,"830,9",oui
Parisfans,Parisfansfr,432419610164140,#432419610164140,180,144760,"804,2",non
L'humour d'une déjantée,Humourdelilou,153950795155255,#153950795155255,180,132449,"735,8",non
Pet Alert Oise 60,Pet.Alert.Fr.60,490441537652638,#490441537652638,180,114800,"637,8",non
J'ai une page épissétout,JeSuisSissiForever,319420905426617,#319420905426617,180,107841,"599,1",non
Quoidenews,quoi2news,595384737156831,#595384737156831,179,902214,"5040,3",non
Dionuspeople.com,dionuspeople,1470000296568478,#1470000296568478,179,379361,"2119,3",non
Radio Classique,R.Classique,321517295651,#321517295651,179,339410,"1896,1",non
Par Jupiter !,parjupiter,291277227730759,#291277227730759,179,202284,"1130,1",non
Compteur Officiel De Gilets Jaunes,CompteurGJ,2139703973013724,#2139703973013724,179,177203,990,non
Temporel,TemporelVoyance.fr,145304028836350,#145304028836350,179,163316,"912,4",non
Partage info Police,PartageInfo,333466566790931,#333466566790931,179,161287,901,non
Elora,elora.officiel,479219892092217,#479219892092217,179,140992,"787,7",non
Canalsupporters,Canalsupporters,149512791785878,#149512791785878,179,135060,"754,5",non
"Mama Bears, solos mais super héros",mamabearsFR,453230315491230,#453230315491230,179,129533,"723,6",non
Pyrénées-Orientales Tourisme,tourisme.pyreneesorientales,354104577963689,#354104577963689,178,395943,"2224,4",non
Marvel,MarvelFR,480763948634354,#480763948634354,178,394581,"2216,7",non
TLC Motocross,tlcmotocross,261436366286,#261436366286,178,265153,"1489,6",non
Mylookfeminin,mylookfeminin,1469035616725218,#1469035616725218,178,215724,"1211,9",non
Collectif Inter-Hopitaux,lecollectifinterhopitaux,110115577060238,#110115577060238,178,194334,"1091,8",non
Préfecture de Police,prefecturedepolice,121386187886932,#121386187886932,178,190916,"1072,6",non
Ouest-France Lorient,ouestfrance.lorient,288626117814641,#288626117814641,178,173311,"973,7",oui
Le Monde du Camping-Car,lemondeducampingcar,126232660762787,#126232660762787,178,148687,"835,3",non
Pet Alert Isère 38,Pet.Alert.Fr.38,285168564932414,#285168564932414,178,115285,"647,7",non
L'art du trolling,Trolling.fr,207437909355519,#207437909355519,177,1463667,"8269,3",non
LiLi met son grain de sel,lilimetsongraindesel,930301980355409,#930301980355409,177,772823,"4366,2",non
Tracks,tracksarte,21250474792,#21250474792,177,437144,"2469,7",non
Energéticien Magnétiseur Coupeur de feu,energeticienmagnetiseur24,761000000000000,"#7,61E+14",177,245554,"1387,3",non
Deux fois Maman,DeuxfoisMaman,1447287372224014,#1447287372224014,177,238624,"1348,2",non
Santé Nutrition,Sante.Nutrition.org,598338556946671,#598338556946671,177,217545,"1229,1",non
Olympique Lyonnais / News,OLNewsoff,347847225356273,#347847225356273,177,192831,"1089,4",non
Association PIRA 68,associationpira68,511586795610047,#511586795610047,177,186335,"1052,7",non
FFA - Fédération Française d'Athlétisme,FFAthletisme,100044272847475,#100044272847475,177,177174,1001,non
Association Cœur d'Asha,sauverunchien,1105731376226444,#1105731376226444,177,162386,"917,4",non
Adopte un célibataire 5.0 - La page,adopte.un.celibataire.5.0,2343451709269496,#2343451709269496,177,124716,"704,6",non
Marie S'Infiltre,MarieSinfiltre,1210717242285526,#1210717242285526,176,966903,"5493,8",non
Le Jardin des Fleurs,lejardindesfleurs.officiel,143442935852672,#143442935852672,176,469585,"2668,1",non
La buzzance,labuzzance,104872006516857,#104872006516857,176,451952,"2567,9",non
Moulin de Poyaller,Moulin.de.Poyaller,171983204246,#171983204246,176,441151,"2506,5",non
Trop Mignon,TMignon,1020259994793333,#1020259994793333,176,379964,"2158,9",non
Jean Lassalle,lassalle.jean,276237637066,#276237637066,176,232077,"1318,6",non
Famille LH,lafamillelh,853382904746833,#853382904746833,176,211626,"1202,4",non
Le Petit Bleu d'Agen,lepetitbleudagen,365829576818450,#365829576818450,176,162887,"925,5",oui
Coachapied,coachapied,551122134933072,#551122134933072,176,141897,"806,2",non
Citations,angelwhat13,976267225909301,#976267225909301,176,104686,"594,8",non
Les princes de l'amour W9,lesprincesdelamourW9,498260350291217,#498260350291217,175,2172415,"12413,8",non
Civicio,CIvicio18,343776943138456,#343776943138456,175,1193934,"6822,5",non
FRAICHES,fraiches,1848746328785909,#1848746328785909,175,884983,5057,non
SYFY,SYFYFrance,390570465047,#390570465047,175,372882,"2130,8",non
Protect Nature - Protéger la Nature,natureprotect,128298983890799,#128298983890799,175,262114,"1497,8",non
recalbox.fr,recalbox.fr,1561019387533713,#1561019387533713,175,257099,"1469,1",non
Abundância Consulting,KatiaDoBrazil,403546269788134,#403546269788134,175,162870,"930,7",non
Le Républicain Lorrain Thionville Hayange,RLMoselleNord,231675126966983,#231675126966983,175,146521,"837,3",oui
Incroyable Angers SCO - IASCO,IncroyableAngersSCO,821599117911646,#821599117911646,175,117357,"670,6",non
Vazzia,vazzia,1461607850733108,#1461607850733108,174,393729,"2262,8",non
France Alzheimer et maladies apparentées,francealzheimer.org,1891306977793412,#1891306977793412,174,234110,"1345,5",non
Fondation pour la Recherche Médicale,FondationRechercheMedicale,118343701536672,#118343701536672,174,201884,"1160,3",non
Les panafricains,LespanAfricains,1055939687921140,#1055939687921140,174,151159,"868,7",non
Habarizakomores,Habarizacomoros,1057262854431381,#1057262854431381,174,144608,"831,1",non
Team Korda France,kordafrance,238243582931387,#238243582931387,174,137437,"789,9",non
Vivons mieux vivons foot,vivonsmieuxvivonsfoot,1819098048324795,#1819098048324795,174,133025,"764,5",non
Ici Voyance,icivoyancefrance,1091972054224401,#1091972054224401,174,106270,"610,7",non
La boutique de lilie,laboutiquedelilie.fr,639352246132143,#639352246132143,173,423507,2448,non
Opéra national de Paris,operadeparis,111926215487836,#111926215487836,173,308519,"1783,3",non
Papavenger Team VNGR,Papavenger,276803723103534,#276803723103534,173,215948,"1248,3",non
C'est dingue la vie,dinguelavie,1920189618195931,#1920189618195931,173,206956,"1196,3",non
J'aime mon Berger Belge Malinois,lemalinois.fr,390078334423777,#390078334423777,173,193051,"1115,9",non
Rêve Des Loups Bleus Kennel,OLD.INUIT.DOG,603799453141303,#603799453141303,173,185592,"1072,8",non
Le potager d'Olivier,aujardinnaturelolivier,1777552195808703,#1777552195808703,173,157767,"911,9",non
"Valérie Sugg, Cancer Hôpital Santé",SuggValerie,208857329467262,#208857329467262,173,118453,"684,7",non
Pet Alert Somme 80,Pet.Alert.Fr.80,253772881392819,#253772881392819,173,111052,"641,9",non
Paris Première,parispremiere,140770432659757,#140770432659757,172,2020197,"11745,3",non
Auvergne Tourisme,auvergnetourisme,167959493223260,#167959493223260,172,1416477,"8235,3",non
Patrick Montel,patrick.montel.officiel,100044297700748,#100044297700748,172,500457,"2909,6",non
ETAM,etam,51161907921,#51161907921,172,388231,"2257,2",non
La Révolte n'a pas de visage.,LaRevoltenapasdevisage,787255624951281,#787255624951281,172,318826,"1853,6",non
Top Corner - L'Amour du Football,TopCorner.co,1797671693845904,#1797671693845904,172,312616,"1817,5",non
Mister le.Phenix,misterlephenix,1593665494266226,#1593665494266226,172,260508,"1514,6",non
